Provincias;Sexo;Periodo;Total
43 Tarragona;Ambos sexos;2021;82,94
43 Tarragona;Ambos sexos;2020;82,20
43 Tarragona;Ambos sexos;2019;83,30
43 Tarragona;Ambos sexos;2018;82,76
43 Tarragona;Ambos sexos;2017;83,03
43 Tarragona;Ambos sexos;2016;82,83
43 Tarragona;Ambos sexos;2015;82,52
43 Tarragona;Ambos sexos;2014;82,85
43 Tarragona;Ambos sexos;2013;82,52
43 Tarragona;Ambos sexos;2012;82,05
43 Tarragona;Ambos sexos;2011;82,24
43 Tarragona;Ambos sexos;2010;82,00
43 Tarragona;Ambos sexos;2009;81,49
43 Tarragona;Ambos sexos;2008;81,13
43 Tarragona;Ambos sexos;2007;80,93
43 Tarragona;Ambos sexos;2006;80,74
43 Tarragona;Ambos sexos;2005;80,04
43 Tarragona;Ambos sexos;2004;80,16
43 Tarragona;Ambos sexos;2003;79,61
43 Tarragona;Ambos sexos;2002;79,53
43 Tarragona;Ambos sexos;2001;79,77
43 Tarragona;Ambos sexos;2000;79,20
43 Tarragona;Ambos sexos;1999;78,55
43 Tarragona;Ambos sexos;1998;79,02
43 Tarragona;Ambos sexos;1997;78,80
43 Tarragona;Ambos sexos;1996;78,72
44 Teruel;Ambos sexos;2023;84,17
44 Teruel;Ambos sexos;2022;83,14
44 Teruel;Ambos sexos;2021;83,69
44 Teruel;Ambos sexos;2020;82,65
44 Teruel;Ambos sexos;2019;84,20
44 Teruel;Ambos sexos;2018;83,57
44 Teruel;Ambos sexos;2017;83,56
44 Teruel;Ambos sexos;2016;83,72
44 Teruel;Ambos sexos;2015;83,01
44 Teruel;Ambos sexos;2014;83,13
44 Teruel;Ambos sexos;2013;83,02
44 Teruel;Ambos sexos;2012;83,10
44 Teruel;Ambos sexos;2011;82,54
44 Teruel;Ambos sexos;2010;82,42
44 Teruel;Ambos sexos;2009;82,22
44 Teruel;Ambos sexos;2008;82,50
44 Teruel;Ambos sexos;2007;81,68
44 Teruel;Ambos sexos;2006;81,87
44 Teruel;Ambos sexos;2005;81,01
44 Teruel;Ambos sexos;2004;81,07
44 Teruel;Ambos sexos;2003;80,68
44 Teruel;Ambos sexos;2002;81,17
44 Teruel;Ambos sexos;2001;80,98
44 Teruel;Ambos sexos;2000;80,60
44 Teruel;Ambos sexos;1999;79,70
44 Teruel;Ambos sexos;1998;79,88
44 Teruel;Ambos sexos;1997;79,11
44 Teruel;Ambos sexos;1996;80,76
45 Toledo;Ambos sexos;2023;84,29
45 Toledo;Ambos sexos;2022;83,77
45 Toledo;Ambos sexos;2021;82,96
45 Toledo;Ambos sexos;2020;81,56
45 Toledo;Ambos sexos;2019;83,79
45 Toledo;Ambos sexos;2018;83,65
45 Toledo;Ambos sexos;2017;82,81
45 Toledo;Ambos sexos;2016;83,55
45 Toledo;Ambos sexos;2015;83,14
45 Toledo;Ambos sexos;2014;83,80
45 Toledo;Ambos sexos;2013;83,46
45 Toledo;Ambos sexos;2012;83,18
45 Toledo;Ambos sexos;2011;83,21
45 Toledo;Ambos sexos;2010;82,83
45 Toledo;Ambos sexos;2009;82,44
45 Toledo;Ambos sexos;2008;81,94
45 Toledo;Ambos sexos;2007;81,31
45 Toledo;Ambos sexos;2006;81,88
45 Toledo;Ambos sexos;2005;80,82
45 Toledo;Ambos sexos;2004;81,06
45 Toledo;Ambos sexos;2003;80,56
45 Toledo;Ambos sexos;2002;80,64
45 Toledo;Ambos sexos;2001;79,98
45 Toledo;Ambos sexos;2000;80,22
45 Toledo;Ambos sexos;1999;79,68
45 Toledo;Ambos sexos;1998;79,95
45 Toledo;Ambos sexos;1997;79,82
45 Toledo;Ambos sexos;1996;79,07
46 Valencia/València;Ambos sexos;2023;82,97
46 Valencia/València;Ambos sexos;2022;82,34
46 Valencia/València;Ambos sexos;2021;82,22
46 Valencia/València;Ambos sexos;2020;82,16
46 Valencia/València;Ambos sexos;2019;82,88
46 Valencia/València;Ambos sexos;2018;82,45
46 Valencia/València;Ambos sexos;2017;82,26
46 Valencia/València;Ambos sexos;2016;82,31
46 Valencia/València;Ambos sexos;2015;81,96
46 Valencia/València;Ambos sexos;2014;82,19
46 Valencia/València;Ambos sexos;2013;82,18
46 Valencia/València;Ambos sexos;2012;81,61
46 Valencia/València;Ambos sexos;2011;81,42
46 Valencia/València;Ambos sexos;2010;81,08
46 Valencia/València;Ambos sexos;2009;80,91
46 Valencia/València;Ambos sexos;2008;80,52
46 Valencia/València;Ambos sexos;2007;80,13
46 Valencia/València;Ambos sexos;2006;80,14
46 Valencia/València;Ambos sexos;2005;79,38
46 Valencia/València;Ambos sexos;2004;79,54
46 Valencia/València;Ambos sexos;2003;78,81
46 Valencia/València;Ambos sexos;2002;78,78
46 Valencia/València;Ambos sexos;2001;78,93
46 Valencia/València;Ambos sexos;2000;78,60
46 Valencia/València;Ambos sexos;1999;77,91
46 Valencia/València;Ambos sexos;1998;78,20
46 Valencia/València;Ambos sexos;1997;77,56
46 Valencia/València;Ambos sexos;1996;77,29
47 Valladolid;Ambos sexos;2023;84,72
47 Valladolid;Ambos sexos;2022;84,09
47 Valladolid;Ambos sexos;2021;83,96
47 Valladolid;Ambos sexos;2020;82,92
47 Valladolid;Ambos sexos;2019;84,62
47 Valladolid;Ambos sexos;2018;84,28
47 Valladolid;Ambos sexos;2017;83,96
47 Valladolid;Ambos sexos;2016;84,18
47 Valladolid;Ambos sexos;2015;83,23
47 Valladolid;Ambos sexos;2014;83,86
47 Valladolid;Ambos sexos;2013;83,69
47 Valladolid;Ambos sexos;2012;83,16
47 Valladolid;Ambos sexos;2011;83,04
47 Valladolid;Ambos sexos;2010;82,47
47 Valladolid;Ambos sexos;2009;82,66
47 Valladolid;Ambos sexos;2008;81,88
47 Valladolid;Ambos sexos;2007;81,93
47 Valladolid;Ambos sexos;2006;81,61
47 Valladolid;Ambos sexos;2005;80,94
47 Valladolid;Ambos sexos;2004;80,92
47 Valladolid;Ambos sexos;2003;80,78
47 Valladolid;Ambos sexos;2002;80,61
47 Valladolid;Ambos sexos;2001;80,69
47 Valladolid;Ambos sexos;2000;80,30
47 Valladolid;Ambos sexos;1999;80,14
47 Valladolid;Ambos sexos;1998;79,71
47 Valladolid;Ambos sexos;1997;79,84
47 Valladolid;Ambos sexos;1996;79,37
49 Zamora;Ambos sexos;2023;85,15
49 Zamora;Ambos sexos;2022;83,62
49 Zamora;Ambos sexos;2021;84,15
49 Zamora;Ambos sexos;2020;82,90
49 Zamora;Ambos sexos;2019;83,42
49 Zamora;Ambos sexos;2018;83,15
49 Zamora;Ambos sexos;2017;83,06
49 Zamora;Ambos sexos;2016;83,23
49 Zamora;Ambos sexos;2015;83,61
49 Zamora;Ambos sexos;2014;83,41
49 Zamora;Ambos sexos;2013;83,27
49 Zamora;Ambos sexos;2012;83,22
49 Zamora;Ambos sexos;2011;83,38
49 Zamora;Ambos sexos;2010;83,45
49 Zamora;Ambos sexos;2009;82,97
49 Zamora;Ambos sexos;2008;82,54
49 Zamora;Ambos sexos;2007;82,49
49 Zamora;Ambos sexos;2006;82,06
49 Zamora;Ambos sexos;2005;81,67
49 Zamora;Ambos sexos;2004;82,19
49 Zamora;Ambos sexos;2003;80,44
49 Zamora;Ambos sexos;2002;80,65
49 Zamora;Ambos sexos;2001;81,50
49 Zamora;Ambos sexos;2000;81,58
49 Zamora;Ambos sexos;1999;79,93
49 Zamora;Ambos sexos;1998;80,44
49 Zamora;Ambos sexos;1997;80,72
49 Zamora;Ambos sexos;1996;80,40
50 Zaragoza;Ambos sexos;2023;83,97
50 Zaragoza;Ambos sexos;2022;83,07
50 Zaragoza;Ambos sexos;2021;83,08
50 Zaragoza;Ambos sexos;2020;82,22
50 Zaragoza;Ambos sexos;2019;83,78
50 Zaragoza;Ambos sexos;2018;83,43
50 Zaragoza;Ambos sexos;2017;83,16
50 Zaragoza;Ambos sexos;2016;83,35
50 Zaragoza;Ambos sexos;2015;82,69
50 Zaragoza;Ambos sexos;2014;82,71
50 Zaragoza;Ambos sexos;2013;82,98
50 Zaragoza;Ambos sexos;2012;82,55
50 Zaragoza;Ambos sexos;2011;82,18
50 Zaragoza;Ambos sexos;2010;82,13
50 Zaragoza;Ambos sexos;2009;81,86
50 Zaragoza;Ambos sexos;2008;81,55
50 Zaragoza;Ambos sexos;2007;81,08
50 Zaragoza;Ambos sexos;2006;81,27
50 Zaragoza;Ambos sexos;2005;80,39
50 Zaragoza;Ambos sexos;2004;80,16
50 Zaragoza;Ambos sexos;2003;79,94
50 Zaragoza;Ambos sexos;2002;80,22
50 Zaragoza;Ambos sexos;2001;80,04
50 Zaragoza;Ambos sexos;2000;79,68
50 Zaragoza;Ambos sexos;1999;79,01
50 Zaragoza;Ambos sexos;1998;79,37
50 Zaragoza;Ambos sexos;1997;79,04
50 Zaragoza;Ambos sexos;1996;78,85
51 Ceuta;Ambos sexos;2023;81,11
51 Ceuta;Ambos sexos;2022;79,71
51 Ceuta;Ambos sexos;2021;78,30
51 Ceuta;Ambos sexos;2020;79,14
51 Ceuta;Ambos sexos;2019;80,42
51 Ceuta;Ambos sexos;2018;80,39
51 Ceuta;Ambos sexos;2017;79,19
51 Ceuta;Ambos sexos;2016;80,63
51 Ceuta;Ambos sexos;2015;80,18
51 Ceuta;Ambos sexos;2014;79,82
51 Ceuta;Ambos sexos;2013;79,35
51 Ceuta;Ambos sexos;2012;80,17
51 Ceuta;Ambos sexos;2011;79,43
51 Ceuta;Ambos sexos;2010;78,52
51 Ceuta;Ambos sexos;2009;78,09
51 Ceuta;Ambos sexos;2008;78,76
51 Ceuta;Ambos sexos;2007;77,92
51 Ceuta;Ambos sexos;2006;78,16
51 Ceuta;Ambos sexos;2005;77,95
51 Ceuta;Ambos sexos;2004;77,89
51 Ceuta;Ambos sexos;2003;77,58
51 Ceuta;Ambos sexos;2002;76,77
51 Ceuta;Ambos sexos;2001;77,95
51 Ceuta;Ambos sexos;2000;78,08
51 Ceuta;Ambos sexos;1999;76,21
51 Ceuta;Ambos sexos;1998;75,76
51 Ceuta;Ambos sexos;1997;76,04
51 Ceuta;Ambos sexos;1996;74,97
52 Melilla;Ambos sexos;2023;81,61
52 Melilla;Ambos sexos;2022;81,55
52 Melilla;Ambos sexos;2021;79,72
52 Melilla;Ambos sexos;2020;78,82
52 Melilla;Ambos sexos;2019;80,67
52 Melilla;Ambos sexos;2018;80,18
52 Melilla;Ambos sexos;2017;80,21
52 Melilla;Ambos sexos;2016;80,43
52 Melilla;Ambos sexos;2015;79,88
52 Melilla;Ambos sexos;2014;80,03
52 Melilla;Ambos sexos;2013;80,33
52 Melilla;Ambos sexos;2012;80,29
52 Melilla;Ambos sexos;2011;79,93
52 Melilla;Ambos sexos;2010;81,13
52 Melilla;Ambos sexos;2009;80,56
52 Melilla;Ambos sexos;2008;78,41
52 Melilla;Ambos sexos;2007;78,78
52 Melilla;Ambos sexos;2006;78,21
52 Melilla;Ambos sexos;2005;78,53
52 Melilla;Ambos sexos;2004;77,66
52 Melilla;Ambos sexos;2003;77,18
52 Melilla;Ambos sexos;2002;77,31
52 Melilla;Ambos sexos;2001;77,40
52 Melilla;Ambos sexos;2000;76,87
52 Melilla;Ambos sexos;1999;77,14
52 Melilla;Ambos sexos;1998;75,27
52 Melilla;Ambos sexos;1997;76,16
52 Melilla;Ambos sexos;1996;77,22
