Provincia;Ano;%mujeres
35;2005;49.4047995509562
35;2006;49.456055833608346
35;2007;49.49300999586425
35;2008;49.524406746714114
35;2009;49.60876860402657
35;2010;49.68856735481682
35;2011;49.74922058743095
35;2012;49.83843759112583
35;2013;49.90170765955519
35;2014;49.98613670391727
35;2015;50.03222852023751
35;2016;50.08854071779923
35;2017;50.13848502471648
35;2018;50.18324430319833
35;2019;50.216796411300905
35;2020;50.250958167744564
35;2021;50.264811406606235
35;2023;50.33057521947592
36;1998;52.07084204091811
36;1999;52.07355169382143
36;2000;52.05227580781069
36;2001;51.98651787429489
36;2002;51.925138107733815
36;2003;51.82614508034564
36;2004;51.75668228902035
36;2005;51.7107867220996
36;2006;51.67248602241291
36;2007;51.6314756990795
36;2008;51.597545626179986
36;2009;51.616751618106115
36;2010;51.593397002718
36;2011;51.56350057238579
36;2012;51.52395380769343
36;2013;51.56222187320035
36;2014;51.60818113845659
36;2015;51.64380698646996
36;2016;51.65426655060751
36;2017;51.67051894973221
36;2018;51.69754462863623
36;2019;51.70224841274472
36;2020;51.71904616842675
36;2021;51.71851420401896
36;2023;51.74180686415381
37;1998;51.32255757402374
37;1999;51.277881570253584
37;2000;51.2894122087421
37;2001;51.273668009674225
37;2002;51.25374510255819
37;2003;51.230220144657466
37;2004;51.253618398559475
37;2005;51.209656824076234
37;2006;51.17866953640509
37;2007;51.164445557687166
37;2008;51.08204774139512
37;2009;51.06934981726301
37;2010;51.09595355453186
37;2011;51.1074093590114
37;2012;51.081970767106725
37;2013;51.10664799101716
37;2014;51.217226003696794
37;2015;51.27241120238641
37;2016;51.30348081015521
37;2017;51.35745182147643
37;2018;51.40931538918705
37;2019;51.422365874124175
37;2020;51.42553417667695
37;2021;51.46484673334596
37;2023;51.465182357670194
38;1998;50.92853700304556
38;1999;50.78110547236319
38;2000;50.709861350147364
38;2001;50.512250119046506
38;2002;50.3837718069984
38;2003;50.29663637297298
38;2004;50.25990616235033
38;2005;50.20212223114502
38;2006;50.215458906372376
38;2007;50.281148990669024
38;2008;50.29186747467036
38;2009;50.35267371556801
38;2010;50.38427339252116
38;2011;50.44130399528447
38;2012;50.4629342988076
38;2013;50.504764842155666
38;2014;50.61575178047508
38;2015;50.65834913664038
38;2016;50.71226262891834
38;2017;50.73672071700139
38;2018;50.76366456883093
38;2019;50.802965779688535
38;2020;50.85679121282971
38;2021;50.89079427999674
38;2023;50.925493128914646
39;1998;51.29046149293258
39;1999;51.27611745427435
39;2000;51.2985753795003
39;2001;51.271563189398925
39;2002;51.22548522428657
39;2003;51.189033819061656
39;2004;51.168923400819054
39;2005;51.13060612581338
39;2006;51.087237784087414
39;2007;51.06996215242378
39;2008;50.961971216446955
39;2009;50.9983283409845
39;2010;51.04584212747994
39;2011;51.12767883787625
39;2012;51.167192322782604
39;2013;51.233510393858296
39;2014;51.281903182843635
39;2015;51.33318181274448
39;2016;51.39383654582742
39;2017;51.437113881732564
39;2018;51.473642303297495
39;2019;51.50375681061751
39;2020;51.52572031463103
39;2021;51.51845914591271
39;2023;51.53450107789177
40;1998;49.977854246874045
40;1999;49.99081538932544
40;2000;50.00443344041797
40;2001;49.97211415512691
40;2002;49.884784909502564
40;2003;49.79728070815721
40;2004;49.7353249475891
40;2005;49.64666242275764
40;2006;49.563851390183785
40;2007;49.478414782641444
40;2008;49.20530326603579
40;2009;49.266623800453736
40;2010;49.45211483673022
40;2011;49.46244418861052
40;2012;49.484120439093225
40;2013;49.538039108978246
40;2014;49.5828703790889
40;2015;49.63825601320048
40;2016;49.71410582581656
40;2017;49.772349919576605
40;2018;49.79914178763809
40;2019;49.83771852490384
40;2020;49.8084416007506
40;2021;49.84413944801286
40;2023;49.822175120121194
41;1998;50.96291501564282
41;1999;50.95723977416166
41;2000;50.99050847965637
41;2001;50.96383797793459
41;2002;50.94096843158661
41;2003;50.920878901451715
41;2004;50.8969437966548
41;2005;50.90010077688615
41;2006;50.90304112579472
41;2007;50.907440133068874
41;2008;50.87845021653331
41;2009;50.9036303088478
41;2010;50.94583111861319
41;2011;50.970210921728885
41;2012;50.98371613028334
41;2013;51.00303528812067
41;2014;51.01962289225824
41;2015;51.038022539505945
41;2016;51.0545295201763
41;2017;51.079979809510256
41;2018;51.09514110873469
41;2019;51.13172490165461
41;2020;51.14933245958531
41;2021;51.17272770210468
41;2023;51.17109330612458
42;1998;50.11627526120992
42;1999;50.04273878928681
42;2000;50.06324867177789
42;2001;50.00876097860131
42;2002;49.87265950353602
42;2003;49.80869450491458
42;2004;49.757779426526426
42;2005;49.669623705172846
42;2006;49.61658984203716
42;2007;49.59665786971248
42;2008;49.41043467235805
42;2009;49.226611707553026
42;2010;49.19061916059543
42;2011;49.22760257500814
42;2012;49.24038848098855
42;2013;49.259842857295986
42;2014;49.33583457130155
42;2015;49.369272355668855
42;2016;49.36139493558419
42;2017;49.39878294320776
42;2018;49.43566591422122
42;2019;49.440407960648045
42;2020;49.45434498897439
42;2021;49.384204536491374
42;2023;49.33523428041233
43;1998;50.307370162603725
43;1999;50.2644864307331
43;2000;50.254204864226374
43;2001;50.05783501011296
43;2002;49.86231613103575
43;2003;49.70702393491391
43;2004;49.62396757962691
43;2005;49.36963315728174
43;2006;49.25485922684971
43;2007;49.18401414630606
43;2008;49.039606031220885
43;2009;49.22152468377358
43;2010;49.40241458647733
